Timestamp,F1_415nm,F2_445nm,F3_480nm,F4_515nm,F5_555nm,F6_590nm,F7_630nm,F8_680nm
2025-07-30 19:43:29,0.00,0.00,0.00,0.14,3.41,1.17,0.76,1.90
2025-07-30 19:44:29,0.00,0.00,0.00,0.43,5.39,1.93,1.57,3.07
2025-07-30 19:45:29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 19:46:29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 19:47:29,0.66,2.14,2.31,5.59,31.55,3.59,10.00,16.59
2025-07-30 19:48:29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 19:49:29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 19:50:29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 19:51:29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 19:52:29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 19:53:29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 19:54:29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 19:55:29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 19:56:29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 19:57:29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 19:58:29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 19:59:29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 20:00:29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 20:01:29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 20:02:29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 20:03:29,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00
2025-07-30 20:04:29,0.00,0.00,0.00,0.11,0.43,0.00,0.00,0.00
2025-07-30 20:05:29,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00
2025-07-30 20:06:29,0.00,0.04,0.00,0.04,0.89,0.00,0.00,0.14
2025-07-30 20:07:29,0.00,0.00,0.00,0.00,0.46,0.00,0.00,0.00
2025-07-30 20:08:29,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00
2025-07-30 20:09:29,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00
2025-07-30 20:10:29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 20:11:29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 20:12:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 20:13:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 20:14:29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 20:15:29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 20:16:29,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00
2025-07-30 20:17:29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 20:18:29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 20:19:29,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00
2025-07-30 20:20:29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 20:21:29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 20:22:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 20:23:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 20:24:29,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00
2025-07-30 20:25:29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 20:26:29,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00
2025-07-30 20:27:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 20:28:29,0.00,0.00,0.00,0.29,0.57,0.07,0.00,0.00
2025-07-30 20:29:30,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.00
2025-07-30 20:30:29,0.00,0.00,0.00,0.04,0.39,0.00,0.00,0.00
2025-07-30 20:31:30,0.11,0.71,0.54,2.25,14.50,2.21,4.07,7.46
2025-07-30 20:32:30,0.00,0.62,0.21,1.34,11.10,2.00,3.10,5.86
2025-07-30 20:33:30,0.00,0.61,0.00,1.18,10.00,2.00,2.96,5.32
2025-07-30 20:34:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 20:35:30,0.00,0.00,0.00,0.00,0.54,0.29,0.00,0.25
2025-07-30 20:36:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 20:37:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 20:38:30,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00
2025-07-30 20:39:30,0.04,1.07,1.18,2.54,17.25,2.14,5.25,9.25
2025-07-30 20:40:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 20:41:30,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00
2025-07-30 20:42:30,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00
2025-07-30 20:43:30,0.00,0.00,0.00,0.07,0.32,0.07,0.00,0.00
2025-07-30 20:44:30,0.00,0.00,0.00,0.00,0.34,0.00,0.00,0.00
2025-07-30 20:45:30,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00
2025-07-30 20:46:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 20:47:30,0.00,0.00,0.00,0.00,0.07,0.14,0.00,0.00
2025-07-30 20:48:30,0.00,0.00,0.00,0.00,0.21,0.00,0.00,0.00
2025-07-30 20:49:30,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.00
2025-07-30 20:50:30,0.00,0.00,0.00,0.00,0.04,0.07,0.00,0.00
2025-07-30 20:51:30,0.00,0.00,0.00,0.00,0.04,0.14,0.00,0.00
2025-07-30 20:52:30,0.00,0.00,0.00,0.00,0.17,0.21,0.00,0.00
2025-07-30 20:53:30,0.00,0.00,0.00,0.00,0.11,0.14,0.00,0.00
2025-07-30 20:54:30,0.00,0.00,0.00,0.00,0.04,0.29,0.00,0.00
2025-07-30 20:55:30,0.00,0.00,0.00,0.00,0.11,0.07,0.00,0.00
2025-07-30 20:56:30,0.00,0.00,0.00,0.04,0.21,0.29,0.00,0.00
2025-07-30 20:57:30,0.00,0.00,0.00,0.00,0.07,0.34,0.00,0.00
2025-07-30 20:58:30,0.00,0.00,0.00,0.00,0.04,0.21,0.00,0.00
2025-07-30 20:59:30,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.00
2025-07-30 21:00:30,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00
2025-07-30 21:01:30,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.00
2025-07-30 21:02:30,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.00
2025-07-30 21:03:30,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.00
2025-07-30 21:04:30,0.00,0.00,0.00,0.00,0.07,0.14,0.00,0.00
2025-07-30 21:05:30,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00
2025-07-30 21:06:30,0.00,0.00,0.00,0.00,0.04,0.07,0.00,0.00
2025-07-30 21:07:30,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00
2025-07-30 21:08:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 21:09:30,0.00,0.00,0.00,0.21,2.25,0.57,0.07,0.86
2025-07-30 21:10:30,0.00,0.00,0.00,0.10,0.52,0.00,0.00,0.00
2025-07-30 21:11:30,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.00
2025-07-30 21:12:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 21:13:30,0.00,0.00,0.00,0.14,0.71,0.00,0.00,0.07
2025-07-30 21:14:30,0.00,0.07,0.00,0.28,0.97,0.00,0.00,0.17
2025-07-30 21:15:30,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00
2025-07-30 21:16:30,0.00,0.00,0.00,0.07,0.24,0.34,0.00,0.03
2025-07-30 21:17:30,0.00,0.00,0.00,0.04,0.18,0.07,0.00,0.00
2025-07-30 21:18:30,0.00,0.00,0.00,0.11,0.75,0.21,0.00,0.11
2025-07-30 21:19:30,0.00,0.00,0.00,0.07,0.61,0.21,0.00,0.04
2025-07-30 21:20:30,0.00,0.00,0.00,0.25,0.46,0.36,0.00,0.00
2025-07-30 21:21:30,0.00,0.00,0.00,0.07,0.32,0.00,0.00,0.00
2025-07-30 21:22:30,0.00,0.00,0.00,0.07,0.62,0.14,0.00,0.07
2025-07-30 21:23:30,0.00,0.07,0.00,0.24,1.07,0.07,0.00,0.17
2025-07-30 21:24:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 21:25:30,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00
2025-07-30 21:26:30,0.00,0.00,0.00,0.03,0.17,0.97,0.00,0.00
2025-07-30 21:27:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 21:28:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 21:29:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 21:30:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 21:31:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 21:32:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 21:33:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 21:34:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 21:35:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 21:36:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 21:37:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 21:38:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 21:39:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 21:40:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 21:41:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 21:42:30,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00
2025-07-30 21:43:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 21:44:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 21:45:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 21:46:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 21:47:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 21:48:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 21:49:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 21:50:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 21:51:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 21:52:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 21:53:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 21:54:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 21:55:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 21:56:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 21:57:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 21:58:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 21:59:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:00:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:01:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:02:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:03:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:04:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:05:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:06:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:07:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:08:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:09:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:10:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:11:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:12:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:13:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:14:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:15:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:16:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:17:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:18:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:19:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:20:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:21:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:22:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:23:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:24:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:25:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:26:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:27:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:28:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:29:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:30:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:31:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:32:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:33:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:34:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:35:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:36:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:37:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:38:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:39:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:40:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:41:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:42:30,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00
2025-07-30 22:43:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:44:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:45:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:46:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:47:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:48:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:49:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:50:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:51:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:52:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:53:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:54:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:55:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:56:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:57:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:58:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 22:59:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:00:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:01:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:02:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:03:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:04:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:05:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:06:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:07:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:08:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:09:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:10:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:11:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:12:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:13:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:14:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:15:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:16:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:17:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:18:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:19:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:20:30,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00
2025-07-30 23:21:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:22:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:23:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:24:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:25:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:26:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:27:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:28:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:29:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:30:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:31:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:32:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:33:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:34:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:35:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:36:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:37:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:38:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:39:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:40:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:41:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:42:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:43:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:44:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:45:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:46:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:47:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:48:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:49:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:50:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:51:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:52:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:53:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:54:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:55:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:56:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:57:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:58:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-07-30 23:59:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:00:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:01:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:02:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:03:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:04:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:05:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:06:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:07:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:08:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:09:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:10:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:11:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:12:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:13:30,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00
2025-08-01 00:14:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:15:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:16:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:17:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:18:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:19:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:20:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:21:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:22:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:23:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:24:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:25:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:26:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:27:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:28:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:29:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:30:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:31:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:32:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:33:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:34:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:35:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:36:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:37:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:38:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:39:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:40:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:41:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:42:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:43:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:44:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:45:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:46:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:47:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:48:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:49:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:50:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025-08-01 00:51:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
